boss:	     poincare002 has joined.
worker:	     poincare003 has joined.
worker:	     poincare005 has joined.
worker:	     poincare006 has joined.
worker:	     poincare008 has joined.
worker:	     poincare010 has joined.
worker:	     poincare011 has joined.
worker:	     poincare013 has joined.
worker:	     poincare014 has joined.
worker:	     poincare015 has joined.
worker:	     poincare016 has joined.
worker:	     poincare017 has joined.
worker:	     poincare018 has joined.
worker:	     poincare019 has joined.
worker:	     poincare020 has joined.
worker:	     poincare021 has joined.
worker:	     poincare022 has joined.
worker:	     poincare024 has joined.
worker:	     poincare025 has joined.
worker:	     poincare027 has joined.
worker:	     poincare028 has joined.
worker:	     poincare030 has joined.
worker:	     poincare031 has joined.
worker:	     poincare033 has joined.
worker:	     poincare034 has joined.
worker:	     poincare035 has joined.
worker:	     poincare037 has joined.
worker:	     poincare039 has joined.
worker:	     poincare044 has joined.
worker:	     poincare053 has joined.
worker:	     poincare056 has joined.
worker:	     poincare057 has joined.
worker:	     poincare059 has joined.
worker:	     poincare060 has joined.
worker:	     poincare061 has joined.
worker:	     poincare062 has joined.
worker:	     poincare064 has joined.
worker:	     poincare065 has joined.
worker:	     poincare066 has joined.
worker:	     poincare067 has joined.
worker:	     poincare068 has joined.
worker:	     poincare070 has joined.
worker:	     poincare071 has joined.
worker:	     poincare072 has joined.
worker:	     poincare073 has joined.
worker:	     poincare074 has joined.
worker:	     poincare075 has joined.
worker:	     poincare076 has joined.
worker:	     poincare077 has joined.
worker:	     poincare078 has joined.
Ninit = 251988
iteration 1 From poincare021: count=1836, remaining Mloc=1836, Nloc=125994
iteration 7 From poincare062: count=1836, remaining Mloc=1816, Nloc=1968
iteration 7 From poincare005: count=1836, remaining Mloc=1826, Nloc=1968
iteration 7 From poincare025: count=1836, remaining Mloc=1826, Nloc=1968
iteration 7: N = 1968, count=90000, M=90000, prob=1.00000
iteration 8 From poincare060: count=1836, remaining Mloc=1786, Nloc=984
iteration 8 From poincare021: count=1836, remaining Mloc=1786, Nloc=984
iteration 8 From poincare022: count=1836, remaining Mloc=1786, Nloc=984
iteration 8 From poincare011: count=1836, remaining Mloc=1786, Nloc=984
iteration 8 From poincare016: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare034: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare017: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare072: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare053: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare064: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare020: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare014: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare071: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare039: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare059: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare031: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare077: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare028: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare027: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare037: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare065: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare061: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare035: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare008: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare057: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare033: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare030: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare066: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare003: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare078: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare075: count=1836, remaining Mloc=1766, Nloc=984
iteration 8 From poincare010: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare073: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare074: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare067: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare019: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare018: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare076: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare015: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare070: count=1836, remaining Mloc=1796, Nloc=984
iteration 8 From poincare013: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare068: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare044: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare006: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare056: count=1836, remaining Mloc=1806, Nloc=984
iteration 8 From poincare024: count=1836, remaining Mloc=1816, Nloc=984
iteration 8 From poincare062: count=1836, remaining Mloc=1816, Nloc=984
iteration 8 From poincare005: count=1836, remaining Mloc=1826, Nloc=984
iteration 8: N = 984, count=90000, M=90000, prob=1.00000
iteration 8 From poincare025: count=1836, remaining Mloc=1826, Nloc=984
iteration 9 From poincare060: count=1836, remaining Mloc=1786, Nloc=492
iteration 9 From poincare021: count=1836, remaining Mloc=1786, Nloc=492
iteration 9 From poincare022: count=1836, remaining Mloc=1786, Nloc=492
iteration 9 From poincare011: count=1836, remaining Mloc=1786, Nloc=492
iteration 9 From poincare016: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare034: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare017: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare072: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare053: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare064: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare014: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare020: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare039: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare071: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare059: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare031: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare077: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare027: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare037: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare028: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare065: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare061: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare035: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare030: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare057: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare033: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare008: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare078: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare066: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare003: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare075: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare010: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare073: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare067: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare074: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare019: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare018: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare015: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare076: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare070: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare013: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare068: count=1836, remaining Mloc=1796, Nloc=492
iteration 9 From poincare056: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare006: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare044: count=1836, remaining Mloc=1806, Nloc=492
iteration 9 From poincare024: count=1836, remaining Mloc=1816, Nloc=492
iteration 9 From poincare062: count=1836, remaining Mloc=1816, Nloc=492
iteration 9 From poincare005: count=1836, remaining Mloc=1826, Nloc=492
iteration 9: N = 492, count=90000, M=90000, prob=1.00000
iteration 9 From poincare025: count=1836, remaining Mloc=1826, Nloc=492
iteration 10 From poincare060: count=1836, remaining Mloc=1786, Nloc=246
iteration 10 From poincare021: count=1836, remaining Mloc=1786, Nloc=246
iteration 10 From poincare022: count=1836, remaining Mloc=1786, Nloc=246
iteration 10 From poincare011: count=1836, remaining Mloc=1786, Nloc=246
iteration 10 From poincare016: count=1835, remaining Mloc=1796, Nloc=246
iteration 10 From poincare034: count=1834, remaining Mloc=1796, Nloc=246
iteration 10 From poincare053: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare017: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare072: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare064: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare014: count=1835, remaining Mloc=1796, Nloc=246
iteration 10 From poincare020: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare039: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare071: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare031: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare059: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare077: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare027: count=1835, remaining Mloc=1796, Nloc=246
iteration 10 From poincare037: count=1835, remaining Mloc=1796, Nloc=246
iteration 10 From poincare028: count=1835, remaining Mloc=1796, Nloc=246
iteration 10 From poincare061: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare030: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare065: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare035: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare057: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare033: count=1834, remaining Mloc=1796, Nloc=246
iteration 10 From poincare003: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare078: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare066: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare008: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare073: count=1835, remaining Mloc=1806, Nloc=246
iteration 10 From poincare075: count=1836, remaining Mloc=1796, Nloc=246
iteration 10 From poincare067: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare010: count=1835, remaining Mloc=1806, Nloc=246
iteration 10 From poincare074: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare019: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare018: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare015: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare076: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare070: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare013: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare068: count=1833, remaining Mloc=1806, Nloc=246
iteration 10 From poincare056: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare044: count=1834, remaining Mloc=1806, Nloc=246
iteration 10 From poincare006: count=1836, remaining Mloc=1806, Nloc=246
iteration 10 From poincare024: count=1835, remaining Mloc=1816, Nloc=246
iteration 10 From poincare062: count=1836, remaining Mloc=1816, Nloc=246
iteration 10 From poincare005: count=1836, remaining Mloc=1826, Nloc=246
iteration 10 From poincare025: count=1835, remaining Mloc=1826, Nloc=246
iteration 10: N = 246, count=89982, M=90000, prob=0.99980
iteration 11 From poincare060: count=1830, remaining Mloc=1766, Nloc=123
iteration 11 From poincare021: count=1828, remaining Mloc=1766, Nloc=123
iteration 11 From poincare022: count=1832, remaining Mloc=1766, Nloc=123
iteration 11 From poincare011: count=1832, remaining Mloc=1766, Nloc=123
iteration 11 From poincare034: count=1826, remaining Mloc=1776, Nloc=123
iteration 11 From poincare016: count=1827, remaining Mloc=1776, Nloc=123
iteration 11 From poincare053: count=1833, remaining Mloc=1776, Nloc=123
iteration 11 From poincare017: count=1831, remaining Mloc=1776, Nloc=123
iteration 11 From poincare072: count=1831, remaining Mloc=1776, Nloc=123
iteration 11 From poincare014: count=1829, remaining Mloc=1776, Nloc=123
iteration 11 From poincare020: count=1833, remaining Mloc=1776, Nloc=123
iteration 11 From poincare064: count=1832, remaining Mloc=1776, Nloc=123
iteration 11 From poincare071: count=1828, remaining Mloc=1766, Nloc=123
iteration 11 From poincare039: count=1832, remaining Mloc=1776, Nloc=123
iteration 11 From poincare059: count=1831, remaining Mloc=1776, Nloc=123
iteration 11 From poincare027: count=1834, remaining Mloc=1776, Nloc=123
iteration 11 From poincare031: count=1829, remaining Mloc=1776, Nloc=123
iteration 11 From poincare077: count=1834, remaining Mloc=1776, Nloc=123
iteration 11 From poincare037: count=1832, remaining Mloc=1776, Nloc=123
iteration 11 From poincare028: count=1834, remaining Mloc=1776, Nloc=123
iteration 11 From poincare030: count=1827, remaining Mloc=1786, Nloc=123
iteration 11 From poincare061: count=1834, remaining Mloc=1786, Nloc=123
iteration 11 From poincare057: count=1831, remaining Mloc=1786, Nloc=123
iteration 11 From poincare035: count=1833, remaining Mloc=1786, Nloc=123
iteration 11 From poincare065: count=1830, remaining Mloc=1786, Nloc=123
iteration 11 From poincare033: count=1835, remaining Mloc=1786, Nloc=123
iteration 11 From poincare003: count=1833, remaining Mloc=1786, Nloc=123
iteration 11 From poincare078: count=1833, remaining Mloc=1786, Nloc=123
iteration 11 From poincare066: count=1834, remaining Mloc=1786, Nloc=123
iteration 11 From poincare008: count=1828, remaining Mloc=1786, Nloc=123
iteration 11 From poincare073: count=1834, remaining Mloc=1786, Nloc=123
iteration 11 From poincare075: count=1833, remaining Mloc=1786, Nloc=123
iteration 11 From poincare067: count=1831, remaining Mloc=1786, Nloc=123
iteration 11 From poincare074: count=1835, remaining Mloc=1786, Nloc=123
iteration 11 From poincare018: count=1829, remaining Mloc=1786, Nloc=123
iteration 11 From poincare010: count=1828, remaining Mloc=1786, Nloc=123
iteration 11 From poincare019: count=1834, remaining Mloc=1786, Nloc=123
iteration 11 From poincare015: count=1831, remaining Mloc=1786, Nloc=123
iteration 11 From poincare076: count=1828, remaining Mloc=1776, Nloc=123
iteration 11 From poincare070: count=1834, remaining Mloc=1786, Nloc=123
iteration 11 From poincare013: count=1832, remaining Mloc=1786, Nloc=123
iteration 11 From poincare068: count=1830, remaining Mloc=1796, Nloc=123
iteration 11 From poincare056: count=1829, remaining Mloc=1796, Nloc=123
iteration 11 From poincare044: count=1833, remaining Mloc=1796, Nloc=123
iteration 11 From poincare006: count=1832, remaining Mloc=1796, Nloc=123
iteration 11 From poincare024: count=1828, remaining Mloc=1796, Nloc=123
iteration 11 From poincare062: count=1833, remaining Mloc=1806, Nloc=123
iteration 11 From poincare005: count=1831, remaining Mloc=1826, Nloc=123
iteration 11 From poincare025: count=1834, remaining Mloc=1826, Nloc=123
iteration 11: N = 123, count=89771, M=90000, prob=0.99746
iteration 12 From poincare060: count=1806, remaining Mloc=1696, Nloc=61
iteration 12 From poincare021: count=1815, remaining Mloc=1696, Nloc=61
iteration 12 From poincare022: count=1805, remaining Mloc=1696, Nloc=61
iteration 12 From poincare011: count=1804, remaining Mloc=1706, Nloc=61
iteration 12 From poincare034: count=1809, remaining Mloc=1716, Nloc=61
iteration 12 From poincare016: count=1812, remaining Mloc=1716, Nloc=61
iteration 12 From poincare053: count=1810, remaining Mloc=1716, Nloc=61
iteration 12 From poincare017: count=1807, remaining Mloc=1716, Nloc=61
iteration 12 From poincare072: count=1804, remaining Mloc=1716, Nloc=61
iteration 12 From poincare014: count=1803, remaining Mloc=1726, Nloc=61
iteration 12 From poincare020: count=1799, remaining Mloc=1726, Nloc=61
iteration 12 From poincare064: count=1800, remaining Mloc=1726, Nloc=61
iteration 12 From poincare071: count=1798, remaining Mloc=1726, Nloc=61
iteration 12 From poincare039: count=1808, remaining Mloc=1726, Nloc=61
iteration 12 From poincare059: count=1803, remaining Mloc=1726, Nloc=61
iteration 12 From poincare027: count=1804, remaining Mloc=1726, Nloc=61
iteration 12 From poincare031: count=1803, remaining Mloc=1726, Nloc=61
iteration 12 From poincare077: count=1803, remaining Mloc=1726, Nloc=61
iteration 12 From poincare037: count=1800, remaining Mloc=1726, Nloc=61
iteration 12 From poincare028: count=1803, remaining Mloc=1726, Nloc=61
iteration 12 From poincare030: count=1812, remaining Mloc=1736, Nloc=61
iteration 12 From poincare061: count=1805, remaining Mloc=1736, Nloc=61
iteration 12 From poincare057: count=1793, remaining Mloc=1736, Nloc=61
iteration 12 From poincare003: count=1792, remaining Mloc=1736, Nloc=61
iteration 12 From poincare035: count=1804, remaining Mloc=1736, Nloc=61
iteration 12 From poincare065: count=1797, remaining Mloc=1736, Nloc=61
iteration 12 From poincare033: count=1804, remaining Mloc=1736, Nloc=61
iteration 12 From poincare078: count=1810, remaining Mloc=1736, Nloc=61
iteration 12 From poincare066: count=1808, remaining Mloc=1736, Nloc=61
iteration 12 From poincare008: count=1807, remaining Mloc=1736, Nloc=61
iteration 12 From poincare073: count=1817, remaining Mloc=1746, Nloc=61
iteration 12 From poincare075: count=1812, remaining Mloc=1706, Nloc=61
iteration 12 From poincare018: count=1806, remaining Mloc=1746, Nloc=61
iteration 12 From poincare067: count=1803, remaining Mloc=1746, Nloc=61
iteration 12 From poincare074: count=1815, remaining Mloc=1746, Nloc=61
iteration 12 From poincare019: count=1803, remaining Mloc=1746, Nloc=61
iteration 12 From poincare010: count=1797, remaining Mloc=1746, Nloc=61
iteration 12 From poincare015: count=1802, remaining Mloc=1746, Nloc=61
iteration 12 From poincare076: count=1800, remaining Mloc=1746, Nloc=61
iteration 12 From poincare070: count=1813, remaining Mloc=1726, Nloc=61
iteration 12 From poincare013: count=1801, remaining Mloc=1746, Nloc=61
iteration 12 From poincare068: count=1808, remaining Mloc=1756, Nloc=61
iteration 12 From poincare056: count=1808, remaining Mloc=1756, Nloc=61
iteration 12 From poincare044: count=1809, remaining Mloc=1756, Nloc=61
iteration 12 From poincare006: count=1806, remaining Mloc=1766, Nloc=61
iteration 12 From poincare024: count=1805, remaining Mloc=1766, Nloc=61
iteration 12 From poincare062: count=1804, remaining Mloc=1786, Nloc=61
iteration 12 From poincare005: count=1803, remaining Mloc=1816, Nloc=61
iteration 12 From poincare025: count=1807, remaining Mloc=1826, Nloc=61
iteration 12: N = 61, count=88482, M=90000, prob=0.98313
iteration 13 From poincare060: count=1728, remaining Mloc=1556, Nloc=30
iteration 13 From poincare021: count=1728, remaining Mloc=1556, Nloc=30
iteration 13 From poincare022: count=1720, remaining Mloc=1566, Nloc=30
iteration 13 From poincare011: count=1732, remaining Mloc=1576, Nloc=30
iteration 13 From poincare034: count=1718, remaining Mloc=1596, Nloc=30
iteration 13 From poincare016: count=1720, remaining Mloc=1596, Nloc=30
iteration 13 From poincare053: count=1726, remaining Mloc=1606, Nloc=30
iteration 13 From poincare017: count=1734, remaining Mloc=1606, Nloc=30
iteration 13 From poincare072: count=1714, remaining Mloc=1566, Nloc=30
iteration 13 From poincare014: count=1715, remaining Mloc=1616, Nloc=30
iteration 13 From poincare020: count=1704, remaining Mloc=1616, Nloc=30
iteration 13 From poincare064: count=1751, remaining Mloc=1616, Nloc=30
iteration 13 From poincare071: count=1717, remaining Mloc=1616, Nloc=30
iteration 13 From poincare039: count=1721, remaining Mloc=1616, Nloc=30
iteration 13 From poincare059: count=1712, remaining Mloc=1626, Nloc=30
iteration 13 From poincare027: count=1738, remaining Mloc=1626, Nloc=30
iteration 13 From poincare031: count=1740, remaining Mloc=1626, Nloc=30
iteration 13 From poincare037: count=1719, remaining Mloc=1626, Nloc=30
iteration 13 From poincare077: count=1727, remaining Mloc=1596, Nloc=30
iteration 13 From poincare028: count=1721, remaining Mloc=1626, Nloc=30
iteration 13 From poincare030: count=1728, remaining Mloc=1636, Nloc=30
iteration 13 From poincare061: count=1704, remaining Mloc=1636, Nloc=30
iteration 13 From poincare057: count=1724, remaining Mloc=1636, Nloc=30
iteration 13 From poincare003: count=1725, remaining Mloc=1636, Nloc=30
iteration 13 From poincare035: count=1708, remaining Mloc=1636, Nloc=30
iteration 13 From poincare078: count=1718, remaining Mloc=1646, Nloc=30
iteration 13 From poincare033: count=1729, remaining Mloc=1646, Nloc=30
iteration 13 From poincare065: count=1728, remaining Mloc=1646, Nloc=30
iteration 13 From poincare066: count=1734, remaining Mloc=1646, Nloc=30
iteration 13 From poincare008: count=1720, remaining Mloc=1646, Nloc=30
iteration 13 From poincare073: count=1716, remaining Mloc=1646, Nloc=30
iteration 13 From poincare075: count=1721, remaining Mloc=1656, Nloc=30
iteration 13 From poincare018: count=1715, remaining Mloc=1656, Nloc=30
iteration 13 From poincare074: count=1728, remaining Mloc=1656, Nloc=30
iteration 13 From poincare067: count=1720, remaining Mloc=1656, Nloc=30
iteration 13 From poincare019: count=1743, remaining Mloc=1656, Nloc=30
iteration 13 From poincare010: count=1704, remaining Mloc=1656, Nloc=30
iteration 13 From poincare015: count=1722, remaining Mloc=1666, Nloc=30
iteration 13 From poincare076: count=1732, remaining Mloc=1666, Nloc=30
iteration 13 From poincare070: count=1694, remaining Mloc=1666, Nloc=30
iteration 13 From poincare013: count=1722, remaining Mloc=1666, Nloc=30
iteration 13 From poincare068: count=1730, remaining Mloc=1676, Nloc=30
iteration 13 From poincare056: count=1711, remaining Mloc=1686, Nloc=30
iteration 13 From poincare044: count=1734, remaining Mloc=1686, Nloc=30
iteration 13 From poincare006: count=1716, remaining Mloc=1696, Nloc=30
iteration 13 From poincare024: count=1715, remaining Mloc=1706, Nloc=30
iteration 13 From poincare062: count=1716, remaining Mloc=1736, Nloc=30
iteration 13 From poincare005: count=1721, remaining Mloc=1796, Nloc=30
iteration 13 From poincare025: count=1714, remaining Mloc=1826, Nloc=30
iteration 13: N = 30, count=84412, M=90000, prob=0.93791
iteration 14 From poincare060: count=1778, remaining Mloc=1836, Nloc=45
iteration 14 From poincare073: count=1784, remaining Mloc=1836, Nloc=45
iteration 14 From poincare061: count=1788, remaining Mloc=1836, Nloc=45
iteration 14 From poincare022: count=1778, remaining Mloc=1836, Nloc=45
iteration 14 From poincare027: count=1784, remaining Mloc=1836, Nloc=45
iteration 14 From poincare024: count=1780, remaining Mloc=1836, Nloc=45
iteration 14 From poincare062: count=1774, remaining Mloc=1836, Nloc=45
iteration 14 From poincare017: count=1780, remaining Mloc=1836, Nloc=45
iteration 14 From poincare059: count=1786, remaining Mloc=1836, Nloc=45
iteration 14 From poincare072: count=1782, remaining Mloc=1836, Nloc=45
iteration 14 From poincare011: count=1776, remaining Mloc=1836, Nloc=45
iteration 14 From poincare067: count=1774, remaining Mloc=1836, Nloc=45
iteration 14 From poincare035: count=1773, remaining Mloc=1836, Nloc=45
iteration 14 From poincare044: count=1774, remaining Mloc=1836, Nloc=45
iteration 14 From poincare030: count=1795, remaining Mloc=1836, Nloc=45
iteration 14 From poincare016: count=1781, remaining Mloc=1836, Nloc=45
iteration 14 From poincare056: count=1782, remaining Mloc=1836, Nloc=45
iteration 14 From poincare020: count=1778, remaining Mloc=1836, Nloc=45
iteration 14 From poincare039: count=1775, remaining Mloc=1836, Nloc=45
iteration 14 From poincare053: count=1767, remaining Mloc=1836, Nloc=45
iteration 14 From poincare076: count=1782, remaining Mloc=1836, Nloc=45
iteration 14 From poincare066: count=1785, remaining Mloc=1836, Nloc=45
iteration 14 From poincare014: count=1773, remaining Mloc=1836, Nloc=45
iteration 14 From poincare015: count=1777, remaining Mloc=1836, Nloc=45
iteration 14 From poincare078: count=1794, remaining Mloc=1836, Nloc=45
iteration 14 From poincare019: count=1779, remaining Mloc=1836, Nloc=45
iteration 14 From poincare033: count=1779, remaining Mloc=1836, Nloc=45
iteration 14 From poincare021: count=1779, remaining Mloc=1836, Nloc=45
iteration 14 From poincare037: count=1777, remaining Mloc=1836, Nloc=45
iteration 14 From poincare006: count=1777, remaining Mloc=1836, Nloc=45
iteration 14 From poincare018: count=1793, remaining Mloc=1836, Nloc=45
iteration 14 From poincare031: count=1762, remaining Mloc=1836, Nloc=45
iteration 14 From poincare057: count=1784, remaining Mloc=1836, Nloc=45
iteration 14 From poincare065: count=1782, remaining Mloc=1836, Nloc=45
iteration 14 From poincare077: count=1780, remaining Mloc=1836, Nloc=45
iteration 14 From poincare008: count=1782, remaining Mloc=1836, Nloc=45
iteration 14 From poincare071: count=1788, remaining Mloc=1836, Nloc=45
iteration 14 From poincare034: count=1779, remaining Mloc=1836, Nloc=45
iteration 14 From poincare003: count=1762, remaining Mloc=1836, Nloc=45
iteration 14 From poincare005: count=1770, remaining Mloc=1836, Nloc=45
iteration 14 From poincare064: count=1791, remaining Mloc=1836, Nloc=45
iteration 14 From poincare074: count=1772, remaining Mloc=1836, Nloc=45
iteration 14 From poincare068: count=1783, remaining Mloc=1836, Nloc=45
iteration 14 From poincare028: count=1769, remaining Mloc=1836, Nloc=45
iteration 14 From poincare013: count=1778, remaining Mloc=1836, Nloc=45
iteration 14 From poincare025: count=1779, remaining Mloc=1836, Nloc=45
iteration 14 From poincare010: count=1792, remaining Mloc=1836, Nloc=45
iteration 14 From poincare070: count=1776, remaining Mloc=1836, Nloc=45
iteration 14 From poincare075: count=1781, remaining Mloc=1836, Nloc=45
iteration 14: N = 45, count=87228, M=90000, prob=0.96920
iteration 15 From poincare060: count=1746, remaining Mloc=1786, Nloc=37
iteration 15 From poincare073: count=1756, remaining Mloc=1746, Nloc=37
iteration 15 From poincare061: count=1765, remaining Mloc=1786, Nloc=37
iteration 15 From poincare022: count=1758, remaining Mloc=1786, Nloc=37
iteration 15 From poincare027: count=1754, remaining Mloc=1786, Nloc=37
iteration 15 From poincare062: count=1745, remaining Mloc=1786, Nloc=37
iteration 15 From poincare017: count=1760, remaining Mloc=1786, Nloc=37
iteration 15 From poincare024: count=1757, remaining Mloc=1786, Nloc=37
iteration 15 From poincare030: count=1756, remaining Mloc=1786, Nloc=37
iteration 15 From poincare059: count=1763, remaining Mloc=1786, Nloc=37
iteration 15 From poincare072: count=1745, remaining Mloc=1786, Nloc=37
iteration 15 From poincare020: count=1764, remaining Mloc=1786, Nloc=37
iteration 15 From poincare053: count=1751, remaining Mloc=1786, Nloc=37
iteration 15 From poincare011: count=1752, remaining Mloc=1786, Nloc=37
iteration 15 From poincare014: count=1739, remaining Mloc=1786, Nloc=37
iteration 15 From poincare016: count=1763, remaining Mloc=1786, Nloc=37
iteration 15 From poincare044: count=1764, remaining Mloc=1786, Nloc=37
iteration 15 From poincare015: count=1752, remaining Mloc=1786, Nloc=37
iteration 15 From poincare066: count=1767, remaining Mloc=1786, Nloc=37
iteration 15 From poincare076: count=1758, remaining Mloc=1786, Nloc=37
iteration 15 From poincare021: count=1752, remaining Mloc=1786, Nloc=37
iteration 15 From poincare067: count=1763, remaining Mloc=1786, Nloc=37
iteration 15 From poincare018: count=1754, remaining Mloc=1786, Nloc=37
iteration 15 From poincare078: count=1773, remaining Mloc=1786, Nloc=37
